t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3273,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4273,0,0,0,-1000,-1000,-1000,0,252,0,0,1
5273,0,0,0,-1000,-1000,-1000,7216,252,0,0,1
6273,0,0,0,-1000,-1000,-1000,10004,252,0,0,1
7273,4116,4141,4133,-1000,-1000,-1000,11906,252,1,0,1
8273,4115,4142,4133,29,31,30,13059,252,1,1,1
9273,4115,4142,4133,29,31,30,14160,252,1,1,1
10273,4116,4142,4133,29,31,30,14547,252,1,1,1
11273,4116,4142,4133,29,31,30,15176,252,1,1,1
12273,4115,4142,4133,29,31,30,19754,253,1,1,1
13274,4115,4142,4133,29,31,30,19754,253,1,1,1
14274,4115,4142,4133,29,31,30,19754,253,1,1,1
15274,4115,4142,4133,29,31,30,19754,253,1,1,1
16274,4115,4142,4133,29,31,30,19754,253,1,1,1
17274,4115,4141,4133,29,31,30,19754,253,1,1,1
18274,4115,4141,4133,29,31,30,19754,253,1,1,1
19274,4115,4141,4133,29,31,30,19754,253,1,1,1
20274,4115,4142,4133,29,31,30,19754,253,1,1,1
21274,4115,4142,4133,29,31,30,19754,253,1,1,1
22274,4115,4142,4133,29,31,30,19754,253,1,1,1
23274,4115,4142,4133,29,31,30,19754,253,1,1,1
24274,4115,4142,4133,29,31,30,19754,253,1,1,1
25274,4115,4142,4133,29,31,30,19754,253,1,1,1
26274,4115,4142,4133,29,31,30,19754,253,1,1,1
27275,4115,4141,4133,29,31,30,19754,253,1,1,1
28275,4115,4141,4133,29,31,30,19754,253,1,1,1
29275,4115,4142,4133,29,31,30,19754,253,1,1,1
30275,4115,4142,4133,29,31,30,19754,253,1,1,1
31275,4115,4142,4133,29,31,30,19754,253,1,1,1
32275,4115,4142,4133,29,31,30,19754,253,1,1,1
33275,4115,4142,4133,29,31,30,19754,253,1,1,1
34275,4115,4142,4133,29,31,30,19754,253,1,1,1
35275,4115,4142,4133,29,31,30,19754,253,1,1,1
36275,4115,4142,4133,29,31,30,19754,253,1,1,1
37275,4115,4141,4133,29,31,30,19754,253,1,1,1
38275,4115,4142,4133,29,31,30,19754,253,1,1,1
39275,4115,4142,4133,29,31,30,19754,253,1,1,1
40276,4115,4141,4133,29,31,30,19754,253,1,1,1
41276,4115,4141,4133,29,31,30,19754,253,1,1,1
42276,4116,4142,4133,29,31,30,19754,253,1,1,1
