t_ms,min_cell_mv,max_cell_mv,avg_cell_mv,min_cell_temp_c,max_cell_temp_c,avg_cell_temp_c,imd_riso_kohm,imd_riso_status,cell_v_valid,cell_t_valid,glv_valid
3273,0,0,0,-1000,-1000,-1000,65535,0,0,0,0
4273,0,0,0,-1000,-1000,-1000,0,252,0,0,1
5273,0,0,0,-1000,-1000,-1000,7261,252,0,0,1
6273,0,0,0,-1000,-1000,-1000,9722,252,0,0,1
7273,4115,4141,4133,29,31,30,11374,252,1,1,1
8273,4115,4141,4133,29,31,30,12391,252,1,1,1
9273,4115,4141,4133,29,31,30,13076,252,1,1,1
10273,4115,4142,4133,29,31,30,13386,252,1,1,1
11273,4115,4141,4133,29,31,30,13756,252,1,1,1
12273,4115,4141,4133,29,31,30,17891,253,1,1,1
13274,4115,4141,4133,29,31,30,17891,253,1,1,1
14274,4115,4141,4133,29,31,30,17891,253,1,1,1
15275,4115,4141,4133,29,31,30,17891,253,1,1,1
16275,4115,4141,4133,29,31,30,17891,253,1,1,1
17275,4115,4141,4133,29,31,30,17891,253,1,1,1
18275,4115,4141,4133,29,31,30,17891,253,1,1,1
19275,4115,4141,4133,29,31,30,17891,253,1,1,1
20275,4115,4141,4133,29,31,30,17891,253,1,1,1
21275,4115,4141,4133,29,31,30,17891,253,1,1,1
22275,4115,4141,4133,29,31,30,17891,253,1,1,1
23275,4115,4141,4133,29,31,30,17891,253,1,1,1
24275,4115,4141,4133,29,31,30,17891,253,1,1,1
25275,4115,4141,4133,29,31,30,17891,253,1,1,1
26275,4115,4141,4133,29,31,30,17891,253,1,1,1
27275,4115,4141,4133,29,31,30,17891,253,1,1,1
28275,4115,4141,4133,29,31,30,17891,253,1,1,1
29275,4115,4141,4132,29,31,30,17891,253,1,1,1
30275,4115,4141,4133,29,31,30,17891,253,1,1,1
31275,4115,4141,4133,29,31,30,17891,253,1,1,1
32275,4115,4141,4133,29,31,30,17891,253,1,1,1
33275,4115,4141,4133,29,31,30,17891,253,1,1,1
34275,4115,4141,4133,29,31,30,17891,253,1,1,1
35275,4115,4141,4133,29,31,30,17891,253,1,1,1
36275,4115,4141,4133,29,31,30,17891,253,1,1,1
37275,4115,4141,4133,29,31,30,17891,253,1,1,1
38275,4115,4141,4132,29,31,30,17891,253,1,1,1
39275,4115,4141,4133,29,31,30,17891,253,1,1,1
40275,4115,4141,4133,29,31,30,17891,253,1,1,1
41275,4115,4141,4133,29,31,30,17891,253,1,1,1
42275,4115,4141,4133,29,31,30,17891,253,1,1,1
43275,4115,4141,4133,29,31,30,17891,253,1,1,1
44275,4115,4141,4133,29,31,30,17891,253,1,1,1
45275,4115,4141,4133,29,31,30,17891,253,1,1,1
46275,4115,4141,4133,29,31,30,17891,253,1,1,1
47275,4115,4141,4132,29,31,30,17891,253,1,1,1
48275,4115,4141,4133,29,31,30,17891,253,1,1,1
49275,4115,4141,4132,29,31,30,17891,253,1,1,1
50275,4115,4141,4133,29,31,30,17891,253,1,1,1
51275,4115,4141,4133,29,31,30,17891,253,1,1,1
52275,4115,4141,4132,29,31,30,17891,253,1,1,1
53275,4115,4141,4132,29,31,30,17891,253,1,1,1
54275,4115,4141,4132,29,31,30,17891,253,1,1,1
55275,4115,4141,4132,29,31,30,23544,253,1,1,1
56275,4115,4141,4132,29,31,30,23544,253,1,1,1
57275,4115,4141,4133,29,31,30,23544,253,1,1,1
58275,4115,4141,4132,29,31,30,23544,253,1,1,1
59275,4115,4141,4132,29,31,30,23544,253,1,1,1
60275,4115,4141,4132,29,31,30,23544,253,1,1,1
61276,4115,4141,4133,29,31,30,23544,253,1,1,1
62276,4115,4141,4132,29,31,30,23544,253,1,1,1
63276,4115,4141,4132,29,31,30,23544,253,1,1,1
64276,4115,4141,4132,29,31,30,23544,253,1,1,1
65276,4115,4141,4132,29,31,30,23544,253,1,1,1
66276,4115,4141,4132,29,31,30,29196,253,1,1,1
67276,4115,4141,4132,29,31,30,29196,253,1,1,1
68276,4115,4141,4132,29,31,30,29196,253,1,1,1
69276,4115,4141,4132,29,31,30,29196,253,1,1,1
70276,4115,4141,4133,29,31,30,29196,253,1,1,1
71276,4115,4141,4132,29,31,30,29196,253,1,1,1
72276,4115,4141,4132,29,31,30,29196,253,1,1,1
73276,4115,4141,4132,29,31,30,29196,253,1,1,1
74276,4115,4141,4132,29,31,30,29196,253,1,1,1
75276,4115,4141,4132,29,31,30,29196,253,1,1,1
76276,4115,4141,4132,29,31,30,29196,253,1,1,1
77276,4115,4141,4132,29,31,30,34848,253,1,1,1
78276,4115,4141,4132,29,31,30,34848,253,1,1,1
79276,4115,4141,4132,29,31,30,34848,253,1,1,1
80276,4115,4141,4132,29,31,30,34848,253,1,1,1
81276,4115,4141,4132,29,31,30,34848,253,1,1,1
82276,4115,4141,4132,29,31,30,34848,253,1,1,1
83276,4115,4141,4132,29,31,30,34848,253,1,1,1
84276,4115,4141,4132,29,31,30,34848,253,1,1,1
85276,4115,4141,4132,29,31,30,34848,253,1,1,1
86276,4115,4141,4132,29,31,30,34848,253,1,1,1
87276,4115,4141,4132,29,31,30,34848,253,1,1,1
88276,4115,4141,4132,29,31,30,40500,253,1,1,1
89276,4115,4141,4132,29,31,30,40500,253,1,1,1
90276,4115,4141,4132,29,31,30,40500,253,1,1,1
91276,4115,4141,4132,29,31,30,40500,253,1,1,1
