t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3284,0.3276,-0.0271,0.8672,-6.67,7.94,-0.06,29.94
3295,0.3263,-0.0256,0.8672,-6.7,7.97,0.02,29.95
3305,0.3275,-0.0266,0.8654,-6.7,7.92,-0.03,29.96
3315,0.3275,-0.0282,0.8643,-6.81,7.94,-0.11,29.94
3325,0.3265,-0.0248,0.8638,-6.69,7.94,-0.08,29.97
3335,0.325,-0.0251,0.8633,-6.64,8.0,-0.05,29.94
3345,0.3275,-0.0255,0.8645,-6.73,7.89,-0.09,29.97
3355,0.3285,-0.0256,0.8663,-6.75,7.94,-0.09,29.96
3365,0.3252,-0.0244,0.8625,-6.72,8.02,-0.08,29.95
3375,0.3275,-0.0265,0.8644,-6.75,8.02,-0.11,29.97
3385,0.3284,-0.0253,0.859,-6.81,7.94,-0.06,29.97
3395,0.3286,-0.0265,0.8634,-6.67,7.98,-0.06,29.98
3405,0.3293,-0.0265,0.8676,-6.66,7.97,-0.08,29.98
3415,0.3281,-0.0233,0.8628,-6.79,7.97,-0.02,29.98
3425,0.3278,-0.0269,0.8658,-6.79,7.98,-0.03,29.96
3435,0.3282,-0.0251,0.8661,-6.78,8.02,-0.06,29.95
3445,0.3276,-0.0251,0.8654,-6.75,7.97,-0.02,29.95
3455,0.3312,-0.024,0.8643,-6.7,7.91,-0.09,29.96
3465,0.3281,-0.0247,0.8595,-6.81,7.97,0.0,29.96
3475,0.3287,-0.0249,0.8629,-6.81,8.02,-0.09,29.97
3486,0.3258,-0.0259,0.8635,-6.76,7.95,-0.08,29.98
3496,0.3264,-0.0255,0.8632,-6.73,7.92,-0.08,29.98
3506,0.326,-0.0233,0.8665,-6.78,8.05,-0.03,30.01
3516,0.3285,-0.0251,0.8613,-6.79,8.0,0.03,29.97
3526,0.3264,-0.0231,0.8652,-6.76,7.95,0.0,29.98
3536,0.3259,-0.0238,0.8613,-6.79,7.98,-0.02,29.98
3546,0.3289,-0.0249,0.8633,-6.76,8.06,-0.03,29.97
3556,0.3265,-0.0244,0.8633,-6.76,8.05,-0.08,29.99
3566,0.3304,-0.0269,0.8617,-6.72,8.0,-0.11,29.99
3576,0.3278,-0.0232,0.8665,-6.67,7.95,-0.08,29.98
3586,0.327,-0.0227,0.8635,-6.67,7.98,-0.05,29.98
3596,0.3274,-0.0275,0.8652,-6.66,7.91,0.03,29.96
3606,0.3274,-0.0233,0.865,-6.69,7.97,0.0,29.97
3616,0.3285,-0.0245,0.8619,-6.75,7.95,-0.11,29.98
3626,0.3292,-0.0261,0.8606,-6.75,7.89,-0.05,29.98
3636,0.3281,-0.0271,0.8646,-6.76,7.89,0.0,29.99
3646,0.3291,-0.0243,0.8649,-6.7,8.0,-0.11,29.98
3656,0.3256,-0.0247,0.8665,-6.75,8.0,-0.06,29.99
3666,0.3265,-0.0229,0.8669,-6.81,7.95,-0.06,29.97
3676,0.327,-0.0265,0.8634,-6.7,7.91,-0.09,29.98
3686,0.3291,-0.0261,0.863,-6.67,7.95,-0.06,29.98
3696,0.3281,-0.0284,0.8647,-6.72,7.97,0.02,29.98
3706,0.3293,-0.0272,0.8666,-6.73,7.94,-0.03,29.98
3716,0.3258,-0.0291,0.8672,-6.73,8.0,-0.12,29.98
3726,0.3269,-0.0281,0.8658,-6.76,8.0,-0.05,29.98
