t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3281,0.3315,-0.0223,0.8652,-7.04,7.86,-0.09,32.4
3291,0.3311,-0.025,0.8665,-6.99,8.0,-0.06,32.39
3301,0.3304,-0.0225,0.865,-6.93,8.05,0.02,32.4
3311,0.3341,-0.0275,0.8682,-6.95,8.02,0.03,32.39
3321,0.3312,-0.0272,0.8695,-6.93,8.03,-0.09,32.38
3331,0.3317,-0.0282,0.8657,-6.9,7.95,0.02,32.38
3341,0.3304,-0.0255,0.8657,-6.9,8.0,0.0,32.39
3351,0.3303,-0.026,0.8658,-6.87,8.0,-0.08,32.41
3361,0.3317,-0.0233,0.8649,-6.73,8.0,-0.12,32.4
3371,0.334,-0.0236,0.8636,-6.93,7.95,0.02,32.39
3381,0.3303,-0.0237,0.8656,-7.02,7.94,-0.05,32.41
3391,0.3312,-0.0221,0.8643,-6.87,8.06,0.0,32.4
3401,0.327,-0.0256,0.864,-6.89,8.11,0.0,32.41
3411,0.3286,-0.0259,0.8646,-6.85,8.02,0.02,32.4
3421,0.3295,-0.0256,0.8674,-7.01,8.03,-0.03,32.4
3431,0.328,-0.0232,0.8665,-6.95,8.08,-0.06,32.42
3441,0.3301,-0.025,0.8687,-6.93,7.98,-0.05,32.39
3451,0.3307,-0.0247,0.8667,-6.87,8.02,0.05,32.41
3461,0.3286,-0.0259,0.8643,-6.87,7.98,-0.12,32.42
3471,0.3326,-0.0267,0.8665,-6.93,8.0,-0.11,32.4
3481,0.3278,-0.0269,0.8635,-6.96,8.02,-0.08,32.43
3491,0.3301,-0.024,0.865,-6.98,8.06,0.0,32.4
3501,0.3312,-0.0249,0.8673,-6.93,8.09,0.06,32.41
3511,0.3311,-0.0261,0.8662,-6.87,8.03,-0.08,32.42
3521,0.3311,-0.0266,0.8658,-6.93,8.08,-0.03,32.42
3531,0.3279,-0.0243,0.864,-6.98,8.12,-0.02,32.41
3541,0.329,-0.0262,0.86,-6.87,8.08,-0.03,32.4
3551,0.3314,-0.0238,0.8622,-6.93,8.06,-0.12,32.43
3561,0.3308,-0.0253,0.8634,-6.96,8.03,-0.08,32.4
3571,0.3339,-0.0251,0.864,-6.85,7.94,-0.02,32.42
3581,0.3297,-0.0233,0.868,-6.98,8.05,0.0,32.42
3591,0.3309,-0.0243,0.8644,-6.85,8.06,0.0,32.42
3601,0.3301,-0.0244,0.863,-7.04,7.95,-0.06,32.42
3611,0.3309,-0.0251,0.8651,-6.96,7.97,-0.05,32.43
3621,0.3318,-0.0222,0.8662,-6.95,8.0,-0.11,32.4
3631,0.3318,-0.026,0.8654,-6.98,7.98,-0.09,32.39
3641,0.3298,-0.0256,0.8657,-6.9,7.97,-0.06,32.41
3651,0.3326,-0.0242,0.8611,-6.9,8.05,0.06,32.43
