t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3274,0.1572,-0.2037,0.8777,-6.55,7.65,-0.02,20.09
3284,0.1572,-0.2056,0.8723,-6.69,7.74,-0.02,20.11
3294,0.1562,-0.208,0.871,-6.5,7.79,-0.02,20.11
3304,0.1575,-0.2119,0.8722,-6.4,7.88,-0.06,20.1
3314,0.1573,-0.215,0.8687,-6.14,7.88,0.03,20.12
3324,0.1543,-0.2151,0.8776,-5.97,7.76,-0.09,20.12
3334,0.1512,-0.2196,0.8806,-6.26,7.77,-0.02,20.13
3344,0.1493,-0.2185,0.871,-6.55,7.8,-0.11,20.12
3354,0.1461,-0.2197,0.8616,-6.75,7.63,-0.14,20.1
3364,0.1492,-0.22,0.8585,-6.53,7.53,-0.23,20.14
3374,0.1509,-0.2172,0.8456,-6.21,7.54,-0.08,20.12
3385,0.1532,-0.2135,0.8423,-5.91,7.45,-0.02,20.12
3396,0.153,-0.2025,0.8362,-5.83,7.18,-0.05,20.14
3406,0.1577,-0.2035,0.8381,-5.97,6.99,-0.09,20.12
3416,0.1549,-0.2007,0.8356,-6.14,7.21,-0.23,20.12
3426,0.1594,-0.2053,0.8412,-5.88,7.69,-0.08,20.11
3436,0.1582,-0.2097,0.8661,-5.39,8.61,0.09,20.16
3446,0.1571,-0.2167,0.8906,-5.24,8.98,0.18,20.13
3456,0.1543,-0.2224,0.9138,-5.63,8.73,0.03,20.14
3466,0.1476,-0.2271,0.9183,-6.44,8.0,-0.11,20.13
3476,0.1508,-0.2328,0.9038,-7.4,7.54,-0.21,20.12
3486,0.1561,-0.2384,0.8717,-7.69,7.63,-0.26,20.12
3496,0.156,-0.2366,0.8522,-7.16,7.88,-0.06,20.13
3506,0.157,-0.2366,0.8433,-5.91,7.98,0.08,20.14
3516,0.1555,-0.2303,0.8473,-5.05,7.8,0.08,20.15
3526,0.1543,-0.2177,0.8544,-4.72,7.33,0.03,20.13
3536,0.1549,-0.2112,0.8607,-5.04,6.89,-0.11,20.13
3546,0.1571,-0.2021,0.8654,-5.65,7.13,-0.06,20.15
3556,0.1575,-0.2028,0.868,-6.09,7.97,0.0,20.12
