t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3289,0.0461,-0.3074,0.8468,-5.89,8.18,0.11,21.84
3300,0.0444,-0.3032,0.8558,-6.12,8.15,0.08,21.82
3310,0.0438,-0.306,0.8516,-6.26,7.79,-0.03,21.84
3320,0.0457,-0.3069,0.8505,-6.37,7.31,-0.17,21.84
3330,0.0476,-0.3105,0.8473,-6.24,7.1,-0.14,21.83
3340,0.0504,-0.3071,0.8407,-6.26,7.22,-0.14,21.81
3350,0.0574,-0.3076,0.8431,-6.06,7.74,-0.11,21.84
3360,0.0537,-0.3053,0.8473,-5.88,8.32,0.02,21.84
3370,0.0524,-0.3087,0.8517,-5.97,8.53,0.12,21.83
3380,0.0475,-0.3057,0.855,-6.08,8.29,0.08,21.82
3390,0.0437,-0.3043,0.8491,-6.21,7.53,-0.05,21.86
3400,0.0486,-0.3042,0.8459,-6.23,7.07,-0.2,21.83
3410,0.0504,-0.304,0.8406,-6.17,7.08,-0.17,21.84
3420,0.0553,-0.3049,0.845,-5.97,7.44,-0.08,21.85
3430,0.0552,-0.302,0.8479,-5.91,8.12,-0.03,21.87
3440,0.0485,-0.3036,0.851,-6.0,8.38,0.05,21.85
3450,0.0448,-0.3053,0.848,-6.15,8.18,0.03,21.84
3460,0.0486,-0.3048,0.8461,-6.2,7.69,-0.12,21.86
3470,0.0477,-0.3035,0.8488,-6.17,7.34,-0.2,21.85
3480,0.0525,-0.3057,0.8489,-6.02,7.4,-0.08,21.85
3490,0.0562,-0.3065,0.8481,-6.03,7.8,-0.03,21.87
3500,0.0481,-0.3004,0.8506,-6.14,8.09,-0.05,21.84
3510,0.0458,-0.2966,0.8489,-6.34,8.05,0.02,21.84
3520,0.0447,-0.2981,0.8384,-6.38,7.69,-0.08,21.84
3530,0.0443,-0.2963,0.8325,-6.44,7.56,-0.14,21.83
3540,0.0522,-0.3007,0.8301,-6.17,7.62,-0.17,21.86
3550,0.0542,-0.3062,0.8446,-5.95,8.18,0.02,21.86
3560,0.051,-0.3071,0.8428,-5.97,8.66,0.14,21.87
3570,0.0483,-0.3102,0.8556,-6.06,8.44,0.11,21.84
3580,0.0464,-0.3058,0.8572,-6.08,7.89,-0.08,21.85
3590,0.0483,-0.3087,0.8573,-6.12,7.21,-0.18,21.86
3600,0.048,-0.3096,0.8514,-6.31,6.93,-0.31,21.87
3610,0.0527,-0.3043,0.8453,-6.43,6.93,-0.21,21.86
3620,0.0527,-0.3002,0.8312,-6.5,7.48,-0.09,21.87
3630,0.051,-0.3033,0.8352,-6.08,8.21,0.06,21.87
3640,0.0503,-0.2999,0.8402,-5.76,8.64,0.2,21.87
3650,0.0446,-0.3009,0.8524,-5.76,8.81,0.2,21.84
3660,0.0432,-0.3033,0.8625,-5.91,8.43,0.14,21.87
3670,0.0425,-0.3048,0.8595,-6.26,7.74,-0.14,21.87
3680,0.0464,-0.308,0.8529,-6.56,6.93,-0.31,21.87
3690,0.0488,-0.3113,0.8387,-6.64,6.76,-0.38,21.87
3700,0.054,-0.3087,0.8304,-6.4,6.93,-0.32,21.86
3710,0.0582,-0.3022,0.8287,-5.97,7.71,-0.03,21.86
3720,0.052,-0.3005,0.8309,-5.73,8.56,0.31,21.86
3730,0.0497,-0.2972,0.8444,-5.56,8.93,0.38,21.87
3740,0.0482,-0.2968,0.8503,-5.74,8.61,0.32,21.87
3750,0.0458,-0.2968,0.8518,-6.11,7.88,0.06,21.88
3760,0.0461,-0.3027,0.8521,-6.32,7.42,-0.15,21.87
3770,0.0527,-0.3062,0.847,-6.55,7.36,-0.21,21.88
3780,0.054,-0.3086,0.8436,-6.61,7.8,-0.21,21.89
3790,0.0552,-0.307,0.8363,-6.44,8.18,0.0,21.88
3800,0.0557,-0.3065,0.8408,-6.17,8.64,0.08,21.87
3810,0.0459,-0.3065,0.8429,-5.86,8.63,0.21,21.87
3820,0.0436,-0.3058,0.8468,-5.94,8.34,0.15,21.87
3830,0.0435,-0.3018,0.8524,-6.06,8.06,0.08,21.87
3840,0.0426,-0.3016,0.8505,-6.27,7.73,0.0,21.89
3850,0.0448,-0.3022,0.8545,-6.4,7.76,0.03,21.87
3860,0.0458,-0.304,0.8478,-6.24,7.88,0.02,21.87
3870,0.0481,-0.3068,0.8519,-6.23,8.15,0.02,21.89
3880,0.0439,-0.3069,0.8534,-6.09,8.26,0.05,21.89
3890,0.0449,-0.3098,0.8599,-5.94,8.29,0.15,21.89
3900,0.0468,-0.3058,0.856,-5.95,7.98,0.08,21.9
3910,0.046,-0.3079,0.8557,-6.06,7.79,0.0,21.88
3920,0.0441,-0.3041,0.8507,-6.21,7.73,0.02,21.87
3930,0.0483,-0.3046,0.8499,-6.41,7.77,-0.03,21.87
3940,0.0526,-0.302,0.8425,-6.32,7.88,0.02,21.88
3950,0.0496,-0.3038,0.8367,-6.09,8.03,0.03,21.89
3960,0.0513,-0.3042,0.8408,-5.94,8.15,0.11,21.89
3970,0.0488,-0.3031,0.8466,-5.89,8.11,0.11,21.9
3980,0.0504,-0.3052,0.8523,-5.91,8.11,0.02,21.87
3990,0.0508,-0.3065,0.8528,-6.03,8.0,0.06,21.88
4000,0.0508,-0.3068,0.8597,-6.14,7.97,-0.06,21.89
4010,0.054,-0.3057,0.8542,-6.24,7.8,-0.03,21.91
4020,0.052,-0.3052,0.8506,-6.29,7.66,-0.08,21.87
4030,0.0498,-0.3026,0.8414,-6.23,7.54,-0.14,21.89
4040,0.0535,-0.3005,0.8335,-6.17,7.5,-0.06,21.89
4050,0.0518,-0.3004,0.8353,-6.0,7.69,-0.11,21.86
4060,0.0546,-0.2992,0.8429,-5.8,8.15,0.06,21.87
4070,0.0476,-0.3043,0.849,-5.98,8.7,0.15,21.89
4080,0.0442,-0.3037,0.8499,-6.21,8.89,0.2,21.9
4090,0.0389,-0.3046,0.8534,-6.44,8.49,0.05,21.9
4100,0.0375,-0.3041,0.8459,-6.44,7.69,-0.12,21.87
4110,0.0436,-0.303,0.8428,-6.32,6.92,-0.31,21.87
4120,0.0452,-0.3013,0.8418,-6.18,6.72,-0.12,21.9
4130,0.0513,-0.3016,0.8384,-6.09,7.15,-0.23,21.87
4140,0.0514,-0.3042,0.8391,-6.18,7.94,-0.02,21.91
4150,0.0496,-0.3009,0.8424,-6.18,8.46,0.02,21.9
4160,0.0443,-0.3076,0.85,-6.2,8.63,0.09,21.9
4170,0.043,-0.3091,0.8521,-6.21,8.24,0.03,21.9
4180,0.0415,-0.3103,0.859,-6.24,7.77,-0.02,21.91
4190,0.0461,-0.309,0.8555,-6.2,7.18,-0.15,21.9
4200,0.0502,-0.3088,0.8503,-6.34,6.93,-0.24,21.89
4210,0.0507,-0.3055,0.8416,-6.26,6.96,-0.31,21.88
4220,0.0518,-0.3059,0.8359,-6.32,7.19,-0.18,21.88
4230,0.0526,-0.3046,0.8367,-6.15,7.8,-0.03,21.91
4240,0.0494,-0.3074,0.84,-6.03,8.15,0.11,21.91
4250,0.0482,-0.3049,0.845,-5.97,8.32,0.11,21.91
4260,0.0477,-0.3031,0.8531,-5.86,8.18,0.09,21.9
4270,0.0442,-0.3041,0.8589,-5.95,7.77,0.03,21.91
4280,0.0416,-0.3033,0.8575,-6.09,7.31,-0.24,21.89
4291,0.046,-0.3032,0.8522,-6.35,7.08,-0.27,21.92
4302,0.0481,-0.3054,0.8436,-6.41,7.16,-0.23,21.92
4312,0.0476,-0.3049,0.8386,-6.29,7.47,-0.14,21.91
4322,0.0524,-0.306,0.8414,-6.02,7.85,-0.03,21.95
4332,0.0481,-0.3065,0.8436,-5.86,8.2,0.02,21.91
4342,0.0474,-0.3042,0.848,-5.91,8.15,0.14,21.91
4352,0.0463,-0.3043,0.8507,-5.98,7.92,-0.05,21.91
4362,0.0474,-0.303,0.8484,-6.2,7.51,-0.14,21.92
4372,0.048,-0.3,0.8439,-6.29,7.3,-0.18,21.93
4382,0.0485,-0.3027,0.843,-6.37,7.21,-0.2,21.92
4392,0.0497,-0.3013,0.8431,-6.23,7.31,-0.18,21.92
4402,0.0499,-0.3026,0.8429,-6.11,7.69,-0.02,21.94
4412,0.0494,-0.3011,0.8472,-5.95,8.09,0.03,21.92
4422,0.0469,-0.301,0.848,-5.95,8.31,0.14,21.93
4432,0.0447,-0.2958,0.8569,-5.98,8.18,0.08,21.93
4442,0.0447,-0.302,0.8529,-6.06,7.54,-0.09,21.92
4452,0.05,-0.2983,0.8549,-6.17,7.16,-0.14,21.93
4462,0.0581,-0.297,0.8452,-6.23,7.1,-0.14,21.9
4472,0.0566,-0.2996,0.8458,-6.21,7.45,-0.12,21.93
4482,0.0579,-0.3031,0.8486,-6.26,7.98,-0.05,21.91
4492,0.0544,-0.3022,0.8481,-6.2,8.43,0.09,21.9
4502,0.0483,-0.3055,0.8492,-6.2,8.43,0.05,21.94
4512,0.0449,-0.3041,0.8489,-6.23,8.14,-0.02,21.93
4522,0.0426,-0.3043,0.8501,-6.26,7.77,-0.08,21.92
4532,0.046,-0.3053,0.8496,-6.18,7.57,-0.06,21.93
4542,0.0463,-0.3069,0.8459,-6.02,7.53,-0.12,21.94
4552,0.0459,-0.3048,0.844,-5.94,7.69,-0.06,21.93
4562,0.0463,-0.3031,0.8475,-5.97,7.76,-0.03,21.92
4572,0.0413,-0.2971,0.8485,-5.97,7.69,-0.08,21.94
4582,0.0222,-0.2965,0.8392,-6.56,7.8,-0.29,21.93
4592,0.0565,-0.3018,0.8241,-6.4,7.16,-0.05,21.95
4602,0.0492,-0.3127,0.8347,-5.33,7.31,0.02,21.93
4612,0.0525,-0.3021,0.8535,-5.63,7.05,-0.35,21.95
4622,0.0521,-0.2963,0.8429,-5.65,8.06,-0.23,21.92
4632,0.0492,-0.3081,0.8596,-6.12,8.06,-0.05,21.9
4642,0.0443,-0.3066,0.8497,-6.43,8.69,0.08,21.92
4652,0.0479,-0.3104,0.8496,-6.98,8.43,-0.02,21.92
4662,0.0498,-0.3079,0.844,-6.64,8.14,-0.17,21.93
4672,0.048,-0.3069,0.8447,-5.91,7.25,-0.12,21.93
4682,0.0471,-0.3149,0.8422,-5.85,7.15,0.21,21.94
4692,0.0443,-0.3025,0.8555,-6.26,8.32,0.05,21.92
4702,0.0399,-0.2803,0.8529,-6.35,8.37,-0.23,21.95
4712,0.0559,-0.3047,0.849,-6.09,8.06,-0.08,21.91
4722,0.041,-0.3048,0.8411,-5.6,6.66,-0.21,21.91
4732,0.0511,-0.3019,0.8524,-5.33,6.35,-0.32,21.92
4742,0.0618,-0.2983,0.8386,-5.85,6.79,-0.17,21.96
4752,0.0577,-0.3204,0.8391,-6.55,7.94,-0.17,21.93
4762,0.0553,-0.3104,0.8412,-7.34,8.6,-0.11,21.93
4772,0.0477,-0.3096,0.8376,-7.08,9.01,0.03,21.91
4782,0.0457,-0.3065,0.8345,-5.88,8.26,0.17,21.96
4792,0.0449,-0.3098,0.8457,-4.87,7.05,0.09,21.93
4802,0.0529,-0.2994,0.8561,-4.81,6.98,-0.02,21.93
4812,0.0555,-0.2943,0.866,-5.42,7.36,-0.05,21.94
4822,0.0479,-0.3015,0.8643,-6.38,8.15,-0.05,21.94
4832,0.0486,-0.3054,0.8536,-7.33,8.34,-0.18,21.93
4842,0.0474,-0.3075,0.8455,-7.27,8.29,-0.23,21.95
4852,0.0458,-0.3104,0.8398,-6.56,7.68,-0.17,21.92
4862,0.0463,-0.3093,0.8324,-5.71,7.31,-0.08,21.93
4872,0.0475,-0.3022,0.8412,-5.4,7.25,0.06,21.94
