t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3277,0.3268,-0.025,0.864,-6.63,7.91,-0.11,29.64
3287,0.3293,-0.0249,0.8655,-6.69,8.0,-0.02,29.62
3297,0.3278,-0.0251,0.8662,-6.72,8.02,0.02,29.64
3307,0.328,-0.0275,0.8646,-6.67,7.98,0.03,29.62
3317,0.3284,-0.0245,0.8647,-6.72,7.91,-0.02,29.63
3327,0.3259,-0.0275,0.8628,-6.72,8.02,0.0,29.64
3337,0.3312,-0.0219,0.8628,-6.75,7.98,-0.02,29.63
3347,0.3275,-0.0243,0.8682,-6.75,8.02,0.05,29.63
3357,0.329,-0.0256,0.8627,-6.64,8.08,0.03,29.65
3367,0.3248,-0.0264,0.8667,-6.73,7.98,-0.02,29.64
3377,0.3275,-0.0264,0.8643,-6.64,7.97,-0.09,29.66
3387,0.33,-0.0265,0.8619,-6.69,7.94,-0.03,29.64
3397,0.3269,-0.0277,0.8616,-6.79,7.94,-0.08,29.66
3407,0.3298,-0.0236,0.8661,-6.66,8.0,-0.02,29.64
3417,0.3251,-0.0248,0.8632,-6.7,7.88,-0.05,29.62
3427,0.3273,-0.0286,0.8621,-6.79,7.85,0.02,29.63
3437,0.3273,-0.0271,0.8634,-6.72,7.92,0.0,29.64
3447,0.3251,-0.025,0.865,-6.78,7.88,-0.08,29.64
3457,0.3285,-0.0247,0.8651,-6.69,7.94,-0.06,29.65
3467,0.3298,-0.0258,0.8608,-6.72,7.95,-0.06,29.62
3477,0.3281,-0.027,0.8604,-6.72,7.95,-0.08,29.64
3487,0.3284,-0.0248,0.8612,-6.72,7.97,-0.02,29.64
3497,0.3275,-0.0256,0.8652,-6.73,7.95,-0.02,29.66
3507,0.3291,-0.0259,0.8696,-6.72,7.91,-0.08,29.63
3517,0.3289,-0.0237,0.8613,-6.63,7.94,-0.08,29.64
3527,0.3262,-0.0259,0.8651,-6.67,7.98,-0.05,29.66
3537,0.3267,-0.0262,0.8618,-6.79,7.95,-0.08,29.64
3547,0.3235,-0.0243,0.8645,-6.66,7.94,-0.08,29.64
3557,0.3267,-0.0256,0.8634,-6.75,7.95,0.05,29.64
3567,0.3289,-0.0255,0.8669,-6.67,7.97,-0.03,29.61
3577,0.3267,-0.0236,0.8649,-6.66,8.0,-0.09,29.63
3587,0.3268,-0.0244,0.8651,-6.72,7.98,0.03,29.65
3597,0.3259,-0.0256,0.8633,-6.69,7.97,-0.05,29.65
3607,0.3275,-0.0269,0.8597,-6.76,7.92,-0.05,29.65
3617,0.3273,-0.025,0.8656,-6.73,7.89,-0.05,29.63
3627,0.3292,-0.0233,0.8629,-6.72,7.94,0.03,29.63
3637,0.3263,-0.024,0.8636,-6.7,7.97,-0.02,29.67
3647,0.3281,-0.0233,0.8652,-6.7,7.91,-0.05,29.67
3657,0.3303,-0.0249,0.864,-6.69,7.95,0.0,29.65
