t_ms,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,imu_temp_c
3294,0.2046,-0.0217,0.8887,-6.78,6.93,-0.08,31.42
3304,0.1855,-0.0226,0.9008,-6.79,8.89,0.02,31.45
3321,0.183,-0.0208,0.9039,-6.82,8.21,-0.11,31.44
3331,0.2096,-0.0194,0.8866,-6.76,8.38,-0.08,31.44
3341,0.2095,-0.0182,0.8823,-6.73,6.92,0.0,31.45
3351,0.1853,-0.0198,0.8986,-6.79,8.09,-0.09,31.46
3366,0.1967,-0.0198,0.8912,-6.76,8.23,-0.09,31.46
3378,0.1964,-0.0195,0.8934,-6.81,7.73,0.0,31.46
3388,0.1952,-0.022,0.8889,-6.78,8.72,-0.06,31.46
3398,0.2128,-0.0227,0.8745,-6.84,6.99,-0.06,31.46
3408,0.1901,-0.0225,0.9017,-6.79,7.73,0.02,31.49
3418,0.1862,-0.0194,0.8981,-6.76,9.33,-0.05,31.47
3428,0.2124,-0.0175,0.8774,-6.85,8.0,-0.05,31.47
3438,0.2128,-0.0176,0.8813,-6.82,7.21,-0.11,31.44
3450,0.21,-0.0223,0.8834,-6.82,7.66,0.0,31.48
3460,0.1906,-0.0225,0.9011,-6.78,7.86,-0.05,31.47
3470,0.1902,-0.0242,0.8999,-6.72,8.64,-0.03,31.46
3480,0.1979,-0.0244,0.8838,-6.85,8.02,0.0,31.46
3492,0.2012,-0.0227,0.8899,-6.81,7.69,-0.11,31.43
3502,0.1888,-0.0229,0.8978,-6.89,8.41,-0.05,31.44
3512,0.2028,-0.0227,0.8871,-6.82,8.17,-0.09,31.49
3522,0.2012,-0.0234,0.8956,-6.76,7.97,-0.03,31.45
3532,0.199,-0.0232,0.8844,-6.81,7.83,-0.03,31.49
3542,0.1896,-0.0236,0.8931,-6.79,7.39,-0.06,31.48
3552,0.1816,-0.0236,0.9067,-6.79,9.01,-0.05,31.46
3562,0.2112,-0.0175,0.8777,-6.81,8.23,-0.05,31.49
3572,0.2059,-0.0183,0.8881,-6.81,7.01,-0.03,31.48
3582,0.197,-0.0197,0.8932,-6.75,7.08,-0.08,31.44
3592,0.1842,-0.0178,0.9094,-6.85,8.61,-0.05,31.44
3606,0.2115,-0.0205,0.8767,-6.75,6.56,-0.03,31.49
3618,0.2089,-0.0194,0.8745,-6.85,7.1,0.02,31.45
3630,0.2112,-0.022,0.8718,-6.78,7.01,0.03,31.48
3642,0.2021,-0.0204,0.8781,-6.79,7.66,-0.03,31.46
3652,0.1953,-0.02,0.8862,-6.9,7.39,0.02,31.48
3662,0.1932,-0.0197,0.8994,-6.78,8.03,-0.05,31.47
3678,0.1937,-0.0226,0.8938,-6.85,7.95,-0.05,31.49
3689,0.1903,-0.0209,0.8982,-6.78,8.18,-0.09,31.48
3699,0.1975,-0.0187,0.8877,-6.79,8.34,-0.09,31.45
3714,0.2014,-0.0236,0.8898,-6.87,7.8,-0.08,31.5
3726,0.2115,-0.0214,0.8789,-6.82,7.28,0.0,31.49
3736,0.192,-0.0204,0.8944,-6.84,7.4,-0.12,31.47
3746,0.1936,-0.0282,0.8883,-6.79,8.53,-0.06,31.49
3756,0.2006,-0.019,0.8856,-6.76,7.63,-0.14,31.5
3766,0.1842,-0.0226,0.8962,-6.79,8.21,-0.05,31.49
3776,0.1907,-0.0234,0.8907,-6.78,8.69,-0.03,31.47
3786,0.2026,-0.0177,0.885,-6.76,7.77,-0.06,31.5
3796,0.1907,-0.0221,0.8896,-6.79,7.85,0.03,31.48
3806,0.2007,-0.0192,0.8906,-6.75,8.14,-0.08,31.47
3816,0.1921,-0.0198,0.8917,-6.87,7.97,-0.02,31.49
3826,0.191,-0.0188,0.8959,-6.79,8.61,0.0,31.5
3836,0.2115,-0.022,0.8842,-6.84,7.19,-0.05,31.49
3846,0.1898,-0.0229,0.9004,-6.87,7.85,-0.08,31.49
3856,0.1925,-0.0189,0.8995,-6.85,9.13,-0.08,31.49
3866,0.2084,-0.0237,0.8882,-6.87,8.05,-0.08,31.48
3876,0.1997,-0.0244,0.8895,-6.79,7.79,0.05,31.48
3886,0.1859,-0.0229,0.886,-6.78,8.09,-0.05,31.47
3896,0.1888,-0.0205,0.8879,-6.72,8.34,-0.03,31.49
3908,0.1975,-0.0211,0.8916,-6.81,8.2,-0.08,31.49
3918,0.1838,-0.0243,0.8799,-6.67,8.08,-0.06,31.49
3928,0.1917,-0.0193,0.8849,-6.85,7.76,-0.05,31.49
3938,0.2148,-0.0204,0.9052,-6.84,7.51,-0.03,31.51
3955,0.2062,-0.0211,0.8879,-6.84,7.76,-0.03,31.49
3966,0.2076,-0.0222,0.895,-6.87,7.89,-0.11,31.51
3976,0.1885,-0.0215,0.881,-6.78,7.63,-0.02,31.51
3986,0.1877,-0.0239,0.8888,-6.82,8.15,-0.03,31.51
3996,0.1964,-0.0181,0.8976,-6.84,8.72,0.03,31.5
4006,0.205,-0.0178,0.8833,-6.96,7.82,-0.08,31.5
4016,0.1982,-0.0212,0.8896,-6.84,7.02,-0.14,31.49
4026,0.1851,-0.0209,0.9056,-6.85,7.54,-0.02,31.47
4036,0.2046,-0.0188,0.8916,-6.89,8.58,-0.03,31.51
4046,0.2119,-0.0205,0.9042,-6.85,7.66,-0.02,31.49
4062,0.1957,-0.0164,0.8862,-6.84,7.1,0.0,31.51
4074,0.2101,-0.0125,0.8942,-6.78,7.74,-0.02,31.49
4084,0.2013,-0.0188,0.8984,-6.92,8.11,-0.03,31.49
4094,0.1853,-0.0232,0.8795,-6.92,7.88,-0.05,31.49
4105,0.1885,-0.0205,0.8781,-6.81,7.54,-0.03,31.52
4116,0.2096,-0.014,0.9221,-6.84,7.42,-0.03,31.52
4126,0.2019,-0.0167,0.9269,-6.84,8.95,-0.12,31.5
4136,0.1981,-0.0316,0.8878,-7.05,8.95,-0.08,31.52
4146,0.1904,-0.024,0.8756,-6.89,8.43,-0.02,31.51
4156,0.205,-0.0189,0.8739,-6.79,7.47,-0.02,31.53
4166,0.1902,-0.0264,0.8772,-6.84,7.18,0.05,31.53
4176,0.1832,-0.0179,0.8966,-6.84,7.88,0.08,31.52
4186,0.2024,-0.0073,0.9103,-6.92,8.85,-0.08,31.52
4196,0.2102,-0.0182,0.8872,-6.87,7.91,-0.06,31.54
4208,0.1941,-0.02,0.8934,-6.92,8.92,-0.09,31.55
4218,0.1898,-0.0288,0.8644,-6.78,6.93,-0.05,31.54
4228,0.1917,-0.0117,0.9108,-6.81,7.92,-0.06,31.54
4238,0.2155,-0.0172,0.9268,-6.81,9.11,-0.08,31.53
4248,0.2037,-0.027,0.8879,-6.95,8.44,-0.11,31.54
4258,0.1783,-0.0315,0.8595,-6.79,8.46,-0.06,31.52
4268,0.1917,-0.0256,0.8745,-6.72,7.79,-0.03,31.54
4278,0.2004,-0.0182,0.9034,-6.78,8.03,0.02,31.51
4288,0.1962,-0.0155,0.8992,-6.87,8.29,0.05,31.54
4298,0.2051,-0.0187,0.8956,-6.82,8.26,-0.08,31.52
4308,0.2146,-0.0178,0.9043,-6.9,8.02,-0.09,31.53
4318,0.1969,-0.0248,0.8882,-6.87,8.5,-0.05,31.53
4328,0.1837,-0.0272,0.8674,-6.92,7.59,-0.11,31.56
4338,0.178,-0.0212,0.8811,-6.69,8.84,-0.05,31.52
4350,0.1617,-0.0242,0.8953,-6.78,8.31,0.0,31.51
4362,0.1787,-0.0217,0.9023,-6.79,8.11,0.0,31.53
4372,0.2158,-0.0103,0.9233,-6.89,8.29,-0.02,31.5
4382,0.2135,-0.0143,0.9176,-6.87,8.95,-0.11,31.52
4392,0.1991,-0.0249,0.8583,-6.84,8.14,-0.08,31.53
4402,0.1792,-0.028,0.8627,-6.84,7.53,-0.05,31.55
4412,0.1825,-0.0161,0.881,-6.79,8.12,0.02,31.54
4422,0.2073,-0.0138,0.89,-6.89,7.48,-0.06,31.52
4432,0.1876,-0.0161,0.9052,-6.89,7.24,-0.09,31.53
4442,0.1912,-0.0214,0.9331,-6.82,9.16,-0.05,31.56
4452,0.2244,-0.0146,0.9059,-6.85,8.9,-0.12,31.53
4462,0.2094,-0.02,0.8915,-6.87,8.18,-0.05,31.53
4472,0.181,-0.0298,0.8488,-6.87,8.89,-0.03,31.53
4482,0.1842,-0.03,0.847,-6.75,7.1,0.0,31.54
4492,0.1967,-0.0168,0.8969,-6.78,7.22,0.05,31.54
4506,0.1765,-0.0298,0.8638,-6.73,7.68,-0.05,31.54
4518,0.1853,-0.0239,0.8755,-6.75,7.66,-0.03,31.52
4530,0.1936,-0.0234,0.8677,-6.76,7.91,0.02,31.53
4542,0.2074,-0.0231,0.8746,-6.82,6.98,-0.06,31.55
4552,0.1757,-0.0153,0.901,-6.95,8.75,-1.25,31.54
4562,0.2034,-0.0236,0.8724,-6.78,8.26,-0.03,31.53
4572,0.1924,-0.0205,0.8781,-6.79,6.17,-0.06,31.54
4582,0.1927,-0.0209,0.9279,-6.82,8.81,0.02,31.53
4592,0.2172,-0.0127,0.9022,-6.81,8.87,-0.06,31.55
4602,0.2155,-0.0256,0.8677,-6.9,6.93,-0.09,31.55
4612,0.1685,-0.0289,0.8745,-6.93,7.65,-0.11,31.57
4622,0.1881,-0.0277,0.8844,-6.81,9.1,-0.03,31.55
4638,0.1924,-0.0311,0.8657,-6.9,7.5,0.0,31.54
4650,0.1903,-0.0281,0.8652,-6.79,6.78,-0.11,31.55
4660,0.1913,-0.0229,0.8972,-6.7,8.14,-0.03,31.54
4674,0.2014,-0.0242,0.8724,-6.81,7.47,-0.02,31.54
4686,0.1952,-0.0216,0.8879,-6.79,7.66,-0.09,31.54
4696,0.1991,-0.0175,0.9187,-6.81,9.05,-0.03,31.54
4706,0.2085,-0.0227,0.8771,-6.81,8.5,-0.11,31.54
4717,0.2197,-0.0234,0.8656,-6.9,7.82,-0.09,31.53
4727,0.1613,-0.0291,0.8871,-6.81,7.71,-0.06,31.53
4737,0.1998,-0.0215,0.8883,-6.78,8.69,0.02,31.57
4747,0.2231,-0.0104,0.897,-6.82,6.98,-0.08,31.54
4757,0.1978,-0.0192,0.9027,-6.96,8.47,-0.11,31.56
4771,0.2169,-0.0109,0.9055,-6.84,7.56,-0.11,31.57
4782,0.1969,-0.0179,0.895,-6.9,8.24,-0.03,31.54
4792,0.1892,-0.0276,0.8843,-6.89,7.88,-0.08,31.54
4802,0.181,-0.0204,0.9015,-6.87,8.44,-0.03,31.55
4812,0.203,-0.0186,0.915,-6.82,8.47,-0.02,31.57
4822,0.2103,-0.0166,0.8853,-6.9,7.71,-0.08,31.54
4832,0.1869,-0.0283,0.8788,-6.84,7.37,-0.03,31.55
4842,0.1725,-0.0281,0.8696,-6.78,8.24,-0.08,31.54
4852,0.2136,-0.0216,0.8881,-6.82,6.81,-0.05,31.54
4862,0.2081,-0.0076,0.9286,-6.92,7.73,-0.06,31.53
4872,0.2078,-0.019,0.9054,-6.92,8.85,-0.11,31.54
4882,0.1896,-0.0244,0.8761,-6.82,8.27,-0.05,31.57
4892,0.1901,-0.0253,0.8774,-6.76,8.43,0.03,31.56
4902,0.2058,-0.0131,0.8854,-6.81,7.92,-0.08,31.54
4913,0.208,-0.0167,0.8857,-6.76,7.82,-0.03,31.57
4923,0.194,-0.0209,0.8838,-6.92,7.5,-0.06,31.56
4933,0.172,-0.0243,0.8835,-6.89,7.83,-0.03,31.56
4943,0.2021,-0.0194,0.9078,-6.76,8.58,-0.03,31.54
4953,0.2224,-0.0162,0.9082,-6.79,7.01,-0.06,31.56
4963,0.1924,-0.0172,0.923,-6.9,9.15,-0.06,31.57
4973,0.1888,-0.025,0.8558,-6.93,9.59,-0.11,31.53
4983,0.1949,-0.0308,0.8424,-6.78,6.84,-0.03,31.56
4993,0.1802,-0.0217,0.8918,-6.87,6.98,0.02,31.58
5003,0.194,-0.0134,0.9401,-6.89,8.85,-0.09,31.55
5013,0.2162,-0.0187,0.8976,-6.87,8.43,-0.02,31.56
5023,0.1986,-0.031,0.8867,-6.84,6.49,-0.11,31.56
5033,0.1681,-0.0253,0.901,-6.78,9.27,-0.12,31.57
5043,0.2173,-0.0171,0.8829,-6.82,9.07,-0.05,31.57
5058,0.2107,-0.0256,0.8888,-6.84,6.92,-0.05,31.57
5070,0.2117,-0.0203,0.8785,-6.72,6.87,-0.08,31.57
5080,0.2014,-0.0179,0.9264,-6.89,7.28,-0.15,31.57
